Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Max Air Temp (F),qc,Min Air Temp (F),qc,Avg Air Temp (F),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (F),qc,Avg Wind Speed (mph),qc,Wind Run (miles),qc,Avg Soil Temp (F),qc
99,Santa Monica,Los Angeles Basin,12/18/2020,353,0.07, ,0.00, ,299, ,9.5, ,63.9, ,48.1, ,56.1, ,91, ,23, ,62, ,43.2, ,3.2, ,77.3, ,50.8, 
99,Santa Monica,Los Angeles Basin,12/19/2020,354,0.09, ,0.00, ,301, ,4.7, ,70.1, ,48.2, ,59.1, ,40, ,19, ,27, ,25.4, ,3.3, ,78.3, ,50.2, 
99,Santa Monica,Los Angeles Basin,12/20/2020,355,0.09, ,0.00, ,310,R,4.6, ,76.6, ,53.9, ,64.8, ,45, ,12, ,22, ,25.2, ,2.7, ,65.4, ,49.9, 
99,Santa Monica,Los Angeles Basin,12/21/2020,356,0.11, ,0.00, ,302, ,4.9, ,81.2,Y,55.5, ,67.2,Y,56, ,13, ,21,Y,26.5,Y,3.5, ,82.8, ,50.3, 
99,Santa Monica,Los Angeles Basin,12/22/2020,357,0.07, ,0.00, ,295, ,11.1, ,69.6, ,50.4, ,56.9, ,100, ,31, ,70, ,47.4, ,2.9, ,69.6, ,50.5, 
99,Santa Monica,Los Angeles Basin,12/23/2020,358,0.08, ,0.00, ,192, ,8.0, ,68.1, ,47.6, ,59.1, ,97, ,8, ,47, ,38.7, ,3.1, ,74.8, ,50.9, 
99,Santa Monica,Los Angeles Basin,12/24/2020,359,0.09, ,0.01, ,60, ,3.4, ,62.7, ,57.2, ,60.1, ,36, ,8, ,19, ,18.1, ,5.3, ,127.5, ,50.4, 
99,Santa Monica,Los Angeles Basin,12/25/2020,360,0.09, ,0.00, ,290, ,7.3, ,74.2, ,54.3, ,61.3, ,62, ,27, ,40, ,36.6, ,3.1, ,74.0, ,50.2, 
99,Santa Monica,Los Angeles Basin,12/26/2020,361,0.07, ,0.00, ,293, ,9.9, ,67.1, ,48.2, ,56.1, ,100, ,40, ,64, ,44.3, ,2.6, ,62.5, ,50.3, 
99,Santa Monica,Los Angeles Basin,12/27/2020,362,0.04, ,0.09, ,199, ,13.3, ,66.1, ,49.6, ,55.6, ,100, ,56, ,88, ,52.2, ,2.9, ,68.6, ,51.0, 
99,Santa Monica,Los Angeles Basin,12/28/2020,363,0.01, ,1.64, ,85, ,11.0, ,52.6, ,43.5, ,47.5, ,100, ,91, ,98, ,47.0, ,3.8, ,91.2, ,50.6, 
99,Santa Monica,Los Angeles Basin,12/29/2020,364,0.09, ,0.00, ,301, ,7.4, ,63.2, ,42.1, ,53.5, ,93, ,27, ,53, ,36.7, ,4.7, ,113.2, ,48.9, 
99,Santa Monica,Los Angeles Basin,12/30/2020,365,0.10, ,0.00, ,306, ,5.1, ,69.1, ,48.6, ,57.7, ,60, ,18, ,31, ,27.4, ,3.6, ,85.9, ,48.7, 
99,Santa Monica,Los Angeles Basin,12/31/2020,366,0.11, ,0.00, ,297, ,5.6, ,67.2, ,44.0, ,56.4, ,55, ,29, ,36, ,30.0, ,5.0, ,119.9, ,48.5, 
99,Santa Monica,Los Angeles Basin,1/1/2021,001,0.11, ,0.00, ,307, ,4.7, ,69.8, ,51.9, ,60.9, ,38, ,17, ,26, ,25.7, ,4.4, ,105.9, ,48.9, 
99,Santa Monica,Los Angeles Basin,1/2/2021,002,0.07, ,0.00, ,260, ,9.6, ,63.4, ,48.9, ,54.5, ,96, ,37, ,67, ,43.6, ,3.0, ,70.9, ,48.9, 
99,Santa Monica,Los Angeles Basin,1/3/2021,003,0.05, ,0.00, ,231, ,12.5, ,62.4, ,48.7, ,54.1, ,100, ,69, ,87, ,50.4, ,2.7, ,64.9, ,49.8, 
99,Santa Monica,Los Angeles Basin,1/4/2021,004,0.06, ,0.00, ,265, ,12.6, ,61.5, ,46.5, ,53.6, ,98, ,77, ,90, ,50.7, ,2.4, ,57.6, ,50.1, 
99,Santa Monica,Los Angeles Basin,1/5/2021,005,0.03, ,0.00, ,191, ,12.7, ,57.4, ,47.9, ,52.0, ,100, ,84, ,96, ,50.9, ,2.2, ,53.1, ,50.4, 
99,Santa Monica,Los Angeles Basin,1/6/2021,006,0.08, ,0.00, ,288, ,10.3, ,70.3, ,49.1, ,56.8, ,87, ,36, ,65, ,45.2, ,2.4, ,58.5, ,50.4, 
99,Santa Monica,Los Angeles Basin,1/7/2021,007,0.06,R,0.00, ,241, ,11.1, ,70.0, ,47.2, ,56.8, ,95, ,38, ,70, ,47.2, ,3.0, ,71.2, ,50.5, 
99,Santa Monica,Los Angeles Basin,1/8/2021,008,0.10, ,0.00, ,290, ,8.3, ,69.6, ,45.2, ,57.7, ,95, ,16, ,51, ,39.6, ,5.0, ,119.0, ,50.2, 
99,Santa Monica,Los Angeles Basin,1/9/2021,009,0.12, ,0.00, ,315, ,4.9, ,74.2, ,50.3, ,64.3, ,65, ,11, ,24, ,26.7, ,4.8, ,114.1, ,50.5, 
99,Santa Monica,Los Angeles Basin,1/10/2021,010,0.10, ,0.00, ,285, ,4.4, ,71.5, ,52.8, ,60.7, ,46, ,14, ,24, ,24.1, ,3.0, ,72.5, ,50.4, 
99,Santa Monica,Los Angeles Basin,1/11/2021,011,0.10, ,0.00, ,323, ,5.1, ,72.2, ,49.5, ,60.2, ,50, ,15, ,29, ,27.8, ,3.1, ,75.3, ,50.1, 
99,Santa Monica,Los Angeles Basin,1/12/2021,012,0.10, ,0.00, ,261, ,5.1, ,71.7, ,51.4, ,59.2, ,56, ,16, ,30, ,27.5, ,3.3, ,78.2, ,49.9, 
99,Santa Monica,Los Angeles Basin,1/13/2021,013,0.10, ,0.00, ,257, ,5.7, ,73.9, ,51.5, ,61.6, ,63, ,16, ,30, ,30.1, ,3.0, ,72.2, ,50.0, 
99,Santa Monica,Los Angeles Basin,1/14/2021,014,0.12, ,0.00, ,325, ,6.3, ,80.0, ,55.5, ,69.7, ,37, ,12, ,25, ,32.6, ,3.4, ,82.1, ,50.7, 
99,Santa Monica,Los Angeles Basin,1/15/2021,015,0.12,R,0.00, ,339,R,4.8, ,88.9,Y,66.5,Y,77.5,R,30,H,10,H,,R,,I,4.2, ,101.3, ,52.0, 
99,Santa Monica,Los Angeles Basin,1/16/2021,016,0.11, ,0.00, ,320, ,5.9, ,86.1,Y,60.5, ,69.7,Y,38, ,14, ,24,Y,31.1,Y,2.9, ,69.8, ,52.5, 
99,Santa Monica,Los Angeles Basin,1/17/2021,017,0.12, ,0.00, ,335, ,5.3, ,84.5,Y,60.5, ,71.2,Y,44, ,10, ,20,Y,28.6,Y,3.3, ,79.4, ,52.8, 
99,Santa Monica,Los Angeles Basin,1/18/2021,018,0.10, ,0.00, ,336, ,8.5, ,76.9, ,54.6, ,62.6, ,95, ,17, ,44, ,40.2, ,3.5, ,84.2, ,52.7, 
99,Santa Monica,Los Angeles Basin,1/19/2021,019,0.12, ,0.00, ,272, ,7.4, ,69.7, ,53.2, ,60.9, ,88, ,13, ,41, ,36.9, ,5.7, ,137.7, ,53.1, 
99,Santa Monica,Los Angeles Basin,1/20/2021,020,0.13, ,0.00, ,331, ,6.4, ,77.2, ,60.6, ,66.8, ,40, ,22, ,29, ,33.3, ,4.5, ,108.5, ,52.9, 
99,Santa Monica,Los Angeles Basin,1/21/2021,021,0.10, ,0.00, ,337, ,8.7, ,70.7, ,51.3, ,60.6, ,76, ,34, ,48, ,40.8, ,3.4, ,82.0, ,53.1, 
99,Santa Monica,Los Angeles Basin,1/22/2021,022,0.07, ,0.00, ,280, ,11.5, ,62.5, ,47.6, ,54.9, ,91, ,64, ,78, ,48.3, ,4.3, ,102.8, ,53.0, 
99,Santa Monica,Los Angeles Basin,1/23/2021,023,0.03, ,0.19, ,146, ,9.9, ,56.9, ,45.1, ,48.6, ,95, ,65, ,85, ,44.2, ,2.4, ,57.0, ,52.5, 
99,Santa Monica,Los Angeles Basin,1/24/2021,024,0.08, ,0.00, ,323, ,9.1, ,58.6, ,41.2, ,50.1, ,91, ,53, ,74, ,42.1, ,3.9, ,94.0, ,51.5, 
99,Santa Monica,Los Angeles Basin,1/25/2021,025,0.08, ,0.13, ,323, ,6.8, ,55.4, ,42.1, ,48.2, ,94, ,38, ,59, ,34.8, ,4.0, ,97.0, ,51.0, 
99,Santa Monica,Los Angeles Basin,1/26/2021,026,0.08, ,0.00, ,361, ,5.1, ,56.4, ,38.9, ,47.9, ,60, ,28, ,45, ,27.7, ,3.3, ,78.5, ,49.4, 
99,Santa Monica,Los Angeles Basin,1/27/2021,027,0.05, ,0.00, ,143, ,7.8, ,58.9, ,47.3, ,52.0, ,77, ,48, ,59, ,38.1, ,3.7, ,89.7, ,49.3,Y
99,Santa Monica,Los Angeles Basin,1/28/2021,028,0.07, ,0.85, ,244, ,9.3, ,63.9, ,44.6, ,53.0, ,95, ,37, ,68, ,42.7, ,4.0, ,96.9, ,49.8, 
99,Santa Monica,Los Angeles Basin,1/29/2021,029,0.03, ,0.47, ,150, ,10.6, ,53.9, ,44.6, ,50.4, ,95, ,69, ,85, ,46.2, ,2.9, ,69.8, ,50.3, 
99,Santa Monica,Los Angeles Basin,1/30/2021,030,0.08, ,0.00, ,362, ,8.7, ,60.8, ,43.6, ,51.3, ,91, ,48, ,68, ,41.0, ,3.0, ,72.7, ,50.0, 
99,Santa Monica,Los Angeles Basin,1/31/2021,031,0.11, ,0.00, ,249, ,6.7, ,70.4, ,52.0, ,60.6, ,61, ,24, ,37, ,34.1, ,3.3, ,79.6, ,50.0, 
99,Santa Monica,Los Angeles Basin,2/1/2021,032,0.08, ,0.00, ,199, ,8.3, ,71.2, ,57.1, ,62.4, ,73, ,26, ,43, ,39.6, ,2.9, ,70.4, ,51.2, 
99,Santa Monica,Los Angeles Basin,2/2/2021,033,0.10, ,0.00, ,363, ,11.4, ,68.4, ,52.3, ,59.1, ,89, ,43, ,67, ,48.0, ,3.0, ,73.1, ,52.2, 
99,Santa Monica,Los Angeles Basin,2/3/2021,034,0.08, ,0.00, ,352, ,11.4, ,63.3, ,49.2, ,55.6, ,85, ,63, ,75, ,48.0, ,3.4, ,82.4, ,52.3, 
99,Santa Monica,Los Angeles Basin,2/4/2021,035,0.08, ,0.00, ,315, ,10.6, ,65.3, ,46.3, ,54.0, ,92, ,52, ,75, ,46.2, ,3.2, ,76.8, ,52.3, 
99,Santa Monica,Los Angeles Basin,2/5/2021,036,0.10, ,0.00, ,388, ,9.7, ,65.2, ,46.9, ,54.3, ,88, ,46, ,67, ,43.7, ,3.1, ,74.1, ,52.0, 
99,Santa Monica,Los Angeles Basin,2/6/2021,037,0.10, ,0.00, ,391, ,8.4, ,67.9, ,48.3, ,56.9, ,63, ,43, ,53, ,40.1, ,3.2, ,76.1, ,51.9, 
99,Santa Monica,Los Angeles Basin,2/7/2021,038,0.09, ,0.00, ,383, ,10.2, ,63.7, ,46.3, ,53.9, ,95, ,49, ,72, ,45.2, ,3.0, ,73.1, ,52.0, 
99,Santa Monica,Los Angeles Basin,2/8/2021,039,0.08, ,0.00, ,352, ,11.5, ,60.6, ,48.5, ,52.7, ,95, ,67, ,85, ,48.2, ,2.6, ,62.0, ,52.9, 
99,Santa Monica,Los Angeles Basin,2/9/2021,040,0.04,R,0.00, ,182, ,11.0, ,60.5, ,51.8, ,54.9, ,83, ,63, ,75, ,46.9, ,2.3, ,56.2, ,53.3, 
99,Santa Monica,Los Angeles Basin,2/10/2021,041,0.09, ,0.00, ,360, ,11.0, ,60.9, ,48.3, ,53.8, ,89, ,62, ,78, ,47.0, ,2.9, ,70.5, ,53.4, 
99,Santa Monica,Los Angeles Basin,2/11/2021,042,0.09, ,0.00, ,369, ,11.7, ,63.4, ,47.2, ,54.4, ,91, ,62, ,81, ,48.6, ,3.1, ,75.4, ,53.3, 
99,Santa Monica,Los Angeles Basin,2/12/2021,043,0.11, ,0.01, ,407, ,11.2, ,70.1, ,51.1, ,58.3, ,95, ,31, ,67, ,47.5, ,3.4, ,81.4, ,54.2, 
99,Santa Monica,Los Angeles Basin,2/13/2021,044,0.08, ,0.00, ,307, ,10.5, ,63.4, ,49.9, ,56.5, ,89, ,34, ,67, ,45.9, ,3.3, ,78.0, ,54.0, 
99,Santa Monica,Los Angeles Basin,2/14/2021,045,0.16, ,0.00, ,406, ,5.4, ,68.6, ,55.5, ,60.6, ,47, ,16, ,30, ,29.2, ,6.3,Y,150.7,Y,53.6, 
99,Santa Monica,Los Angeles Basin,2/15/2021,046,0.09, ,0.00, ,324, ,9.1, ,64.2, ,48.4, ,55.2, ,88, ,38, ,61, ,42.1, ,3.3, ,78.3, ,53.1, 
99,Santa Monica,Los Angeles Basin,2/16/2021,047,0.13, ,0.00, ,407, ,9.3, ,65.6, ,48.3, ,57.5, ,95, ,28, ,57, ,42.5, ,5.2, ,123.7, ,53.3, 
99,Santa Monica,Los Angeles Basin,2/17/2021,048,0.17, ,0.00, ,447,R,4.9, ,69.6, ,54.2, ,60.3, ,38, ,18, ,28, ,26.8, ,8.0,R,191.4,R,53.1, 
99,Santa Monica,Los Angeles Basin,2/18/2021,049,0.14, ,0.00, ,449,R,4.9, ,65.8, ,48.4, ,57.8, ,70, ,16, ,30, ,26.4, ,4.9, ,117.3, ,52.5, 
99,Santa Monica,Los Angeles Basin,2/19/2021,050,0.12, ,0.00, ,441,R,5.9, ,66.7, ,45.9, ,55.8, ,75, ,21, ,39, ,31.0, ,3.4, ,82.6, ,52.1, 
99,Santa Monica,Los Angeles Basin,2/20/2021,051,0.17, ,0.00, ,460,R,5.8, ,66.1, ,46.1, ,56.7, ,65, ,20, ,37, ,30.8, ,7.6,R,183.2,R,51.9, 
99,Santa Monica,Los Angeles Basin,2/21/2021,052,0.17, ,0.00, ,467,R,4.9, ,71.3, ,55.4, ,61.9, ,58, ,14, ,26, ,26.7, ,5.5, ,131.5, ,51.8, 
99,Santa Monica,Los Angeles Basin,2/22/2021,053,0.16, ,0.00, ,473,R,4.2,Y,79.3,Y,46.2, ,66.4,Y,53, ,11, ,19,Y,22.8,Y,3.6, ,87.1, ,52.3, 
99,Santa Monica,Los Angeles Basin,2/23/2021,054,0.15, ,0.00, ,472,R,7.2, ,72.6, ,47.7, ,62.6, ,76, ,22, ,37, ,36.0, ,3.5, ,83.8, ,53.0, 
99,Santa Monica,Los Angeles Basin,2/24/2021,055,0.13, ,0.00, ,468,R,10.1, ,71.8, ,49.8, ,58.0, ,95, ,30, ,61, ,44.8, ,3.6, ,86.8, ,53.5, 
99,Santa Monica,Los Angeles Basin,2/25/2021,056,0.17, ,0.00, ,488,R,3.8,Y,72.6, ,50.3, ,62.2, ,95, ,7, ,20,Y,20.8,Y,4.8, ,115.3, ,53.5, 
99,Santa Monica,Los Angeles Basin,2/26/2021,057,0.15, ,0.00, ,486,R,5.3, ,70.9, ,48.2, ,59.0, ,82, ,10, ,31, ,28.3, ,3.7, ,88.6, ,52.8, 
99,Santa Monica,Los Angeles Basin,2/27/2021,058,0.20, ,0.00, ,490,R,5.9, ,73.1, ,47.1, ,61.1, ,91, ,12, ,32, ,31.1, ,7.2,R,173.1,R,52.6, 
99,Santa Monica,Los Angeles Basin,2/28/2021,059,0.17, ,0.00, ,488,R,3.4,Y,71.4, ,53.4, ,61.6, ,64, ,10, ,18,Y,18.3,Y,4.8, ,116.2, ,52.6, 
99,Santa Monica,Los Angeles Basin,3/1/2021,060,0.17, ,0.00, ,504,R,2.6,Y,75.1, ,48.6, ,59.8, ,24, ,8, ,15,Y,12.0,Y,4.7, ,113.0, ,52.2,Y
99,Santa Monica,Los Angeles Basin,3/2/2021,061,0.16, ,0.00, ,502,R,4.3,Y,75.1, ,46.7, ,58.5, ,64, ,10, ,25,Y,23.2,Y,3.8, ,91.4, ,52.2,Y
99,Santa Monica,Los Angeles Basin,3/3/2021,062,0.06, ,0.07,H,229, ,7.9, ,58.1, ,43.8, ,50.6, ,84, ,41, ,63, ,38.5, ,4.1, ,97.9, ,51.5,Y
99,Santa Monica,Los Angeles Basin,3/4/2021,063,0.13, ,0.00, ,495,R,9.4, ,64.4, ,44.8, ,54.1, ,83, ,47, ,66, ,42.9, ,3.5, ,83.6, ,51.4,Y
99,Santa Monica,Los Angeles Basin,3/5/2021,064,0.15, ,0.00, ,510,R,8.9, ,74.2, ,49.0, ,59.5, ,79, ,29, ,51, ,41.5, ,3.3, ,79.5, ,52.3,Y
99,Santa Monica,Los Angeles Basin,3/6/2021,065,0.13, ,0.00, ,503,R,11.3, ,65.9, ,46.8, ,56.0, ,89, ,52, ,74, ,47.9, ,4.0, ,96.0, ,53.1, 
99,Santa Monica,Los Angeles Basin,3/7/2021,066,0.06, ,0.00, ,252, ,11.6, ,62.7, ,52.9, ,56.2, ,87, ,63, ,75, ,48.6, ,2.8, ,67.1, ,54.1, 
99,Santa Monica,Los Angeles Basin,3/8/2021,067,0.13,R,0.01, ,476, ,10.8, ,63.0, ,47.7, ,55.9, ,91, ,50, ,71, ,46.7, ,3.8, ,91.4, ,54.8, 
99,Santa Monica,Los Angeles Basin,3/9/2021,068,0.14, ,0.00,H,505, ,8.7, ,59.7, ,44.6, ,52.6, ,78, ,52, ,65, ,41.0, ,5.2, ,125.4, ,54.2, 
99,Santa Monica,Los Angeles Basin,3/10/2021,069,0.11, ,0.71, ,458, ,9.6, ,57.0, ,43.9, ,50.5, ,95, ,60, ,77, ,43.5, ,4.0, ,94.9, ,53.8, 
99,Santa Monica,Los Angeles Basin,3/11/2021,070,0.12, ,0.02, ,520, ,8.2, ,57.1, ,42.0, ,48.8, ,95, ,50, ,70, ,39.5, ,3.3, ,79.4, ,53.4,Y
99,Santa Monica,Los Angeles Basin,3/12/2021,071,0.11, ,0.00, ,413, ,8.0, ,57.9, ,41.8, ,49.3, ,79, ,49, ,67, ,38.8, ,3.8, ,90.2, ,53.1,Y
99,Santa Monica,Los Angeles Basin,3/13/2021,072,0.13, ,0.00, ,521, ,9.7, ,60.4, ,42.0, ,51.7, ,89, ,55, ,74, ,43.9, ,3.6, ,87.5, ,53.0,Y
99,Santa Monica,Los Angeles Basin,3/14/2021,073,0.11, ,0.00, ,418, ,10.5, ,62.3, ,48.8, ,54.6, ,89, ,53, ,72, ,45.8, ,3.6, ,86.7, ,53.8,Y
99,Santa Monica,Los Angeles Basin,3/15/2021,074,0.10, ,0.24, ,397, ,8.7, ,58.1, ,43.8, ,51.0, ,95, ,39, ,68, ,40.9, ,4.5, ,108.1, ,54.0,Y
99,Santa Monica,Los Angeles Basin,3/16/2021,075,0.14, ,0.00, ,550,R,6.4, ,58.2, ,40.8, ,49.0, ,67, ,37, ,54, ,33.2, ,3.8, ,91.4, ,52.9,Y
99,Santa Monica,Los Angeles Basin,3/17/2021,076,0.14, ,0.00, ,535, ,8.5, ,62.1, ,42.3, ,51.4, ,88, ,47, ,66, ,40.3, ,3.8, ,90.4, ,53.0,Y
99,Santa Monica,Los Angeles Basin,3/18/2021,077,0.13,R,0.00, ,510, ,10.2, ,62.5, ,47.5, ,54.0, ,84, ,53, ,71, ,44.9, ,3.3, ,78.3, ,53.8,Y
99,Santa Monica,Los Angeles Basin,3/19/2021,078,0.14, ,0.00, ,528, ,11.5, ,65.8, ,48.1, ,56.2, ,94, ,49, ,75, ,48.2, ,3.5, ,84.3, ,54.4,Y
99,Santa Monica,Los Angeles Basin,3/20/2021,079,0.12, ,0.00, ,421, ,10.8, ,63.9, ,54.0, ,57.8, ,95, ,34, ,66, ,46.5, ,4.0, ,95.8, ,55.6,Y
99,Santa Monica,Los Angeles Basin,3/21/2021,080,0.20, ,0.00, ,565,R,6.0,Y,68.9, ,51.4, ,59.8, ,49, ,22, ,34,Y,31.4,Y,6.7,Y,159.9,Y,55.4,Y
99,Santa Monica,Los Angeles Basin,3/22/2021,081,0.15, ,0.00, ,560, ,9.7, ,63.3, ,48.9, ,56.2, ,88, ,31, ,63, ,43.8, ,4.1, ,97.7, ,55.3,Y
99,Santa Monica,Los Angeles Basin,3/23/2021,082,0.18, ,0.00, ,563, ,8.3, ,71.3, ,48.0, ,58.4, ,91, ,19, ,50, ,39.7, ,5.5, ,132.8, ,55.6,Y
99,Santa Monica,Los Angeles Basin,3/24/2021,083,0.21, ,0.00, ,574,R,4.7,Y,73.1, ,51.9, ,62.1, ,75, ,13, ,25,Y,25.7,Y,5.5, ,132.8, ,55.1,Y
99,Santa Monica,Los Angeles Basin,3/25/2021,084,0.12, ,0.00, ,419, ,10.0, ,59.9, ,46.5, ,53.2, ,85, ,55, ,72, ,44.4, ,4.5, ,107.2, ,55.1,Y
99,Santa Monica,Los Angeles Basin,3/26/2021,085,0.15, ,0.00, ,571, ,9.7, ,60.7, ,46.0, ,52.7, ,87, ,52, ,71, ,43.8, ,3.7, ,87.6, ,55.0,Y
99,Santa Monica,Los Angeles Basin,3/27/2021,086,0.17, ,0.00, ,597,R,9.9, ,71.3, ,47.4, ,57.9, ,84, ,31, ,60, ,44.2, ,3.5, ,84.9, ,55.3,Y
99,Santa Monica,Los Angeles Basin,3/28/2021,087,0.22, ,0.00, ,607,R,6.0,Y,80.9,Y,54.8, ,68.4,Y,67, ,14, ,25,Y,31.6,Y,4.2, ,99.6, ,56.1,Y
99,Santa Monica,Los Angeles Basin,3/29/2021,088,0.18, ,0.00, ,602,R,10.2, ,71.1, ,51.7, ,60.7, ,89, ,30, ,56, ,45.0, ,3.4, ,80.9, ,56.8,Y
99,Santa Monica,Los Angeles Basin,3/30/2021,089,0.16, ,0.00, ,564, ,12.6, ,67.5, ,51.1, ,58.3, ,90, ,58, ,76, ,50.8, ,3.4, ,81.8, ,57.6, 
99,Santa Monica,Los Angeles Basin,3/31/2021,090,0.22,R,0.00, ,618,R,4.7,Y,85.2,Y,53.7, ,70.2,Y,70, ,8, ,19,Y,25.5,Y,4.0, ,96.2, ,58.5, 
99,Santa Monica,Los Angeles Basin,4/1/2021,091,0.19,R,0.00, ,490, ,4.6,Y,87.3,R,55.6, ,72.6,Y,63, ,6, ,17,Y,25.3,Y,3.7, ,89.8, ,59.2, 
99,Santa Monica,Los Angeles Basin,4/2/2021,092,0.16, ,0.00, ,593, ,13.0, ,69.9, ,53.9, ,59.3, ,95, ,54, ,76, ,51.6, ,3.9, ,93.2, ,59.3, 
99,Santa Monica,Los Angeles Basin,4/3/2021,093,0.14, ,0.00, ,541, ,12.9, ,63.7, ,50.8, ,55.6, ,95, ,70, ,85, ,51.3, ,3.2, ,75.6, ,60.5, 
99,Santa Monica,Los Angeles Basin,4/4/2021,094,0.17, ,0.00, ,615,R,11.0, ,68.5, ,50.2, ,58.4, ,85, ,47, ,66, ,47.1, ,3.4, ,81.7, ,60.1, 
99,Santa Monica,Los Angeles Basin,4/5/2021,095,0.16, ,0.00, ,590, ,12.3, ,64.4, ,51.1, ,57.1, ,89, ,63, ,77, ,50.0, ,3.7, ,88.2, ,60.2, 
99,Santa Monica,Los Angeles Basin,4/6/2021,096,0.15,R,0.00, ,560, ,12.8, ,65.6, ,49.9, ,56.9, ,95, ,63, ,81, ,51.0, ,3.5, ,83.0, ,60.0, 
99,Santa Monica,Los Angeles Basin,4/7/2021,097,0.16, ,0.00, ,564, ,12.2, ,69.3, ,51.9, ,59.5, ,85, ,53, ,70, ,49.8, ,3.4, ,82.6, ,60.7, 
99,Santa Monica,Los Angeles Basin,4/8/2021,098,0.17, ,0.00, ,612, ,12.7, ,68.3, ,52.9, ,59.3, ,88, ,53, ,74, ,50.9, ,3.3, ,78.5, ,60.9, 
99,Santa Monica,Los Angeles Basin,4/9/2021,099,0.17, ,0.00, ,618, ,12.9, ,68.0, ,50.7, ,59.0, ,92, ,61, ,76, ,51.3, ,3.6, ,86.2, ,61.1, 
99,Santa Monica,Los Angeles Basin,4/10/2021,100,0.18, ,0.00, ,615, ,12.2, ,70.2, ,52.2, ,59.4, ,86, ,47, ,71, ,49.8, ,3.3, ,79.2, ,61.6, 
99,Santa Monica,Los Angeles Basin,4/11/2021,101,0.14, ,0.00, ,499, ,13.1, ,69.2, ,52.0, ,58.7, ,91, ,56, ,78, ,51.7, ,3.1, ,75.1, ,61.6, 
99,Santa Monica,Los Angeles Basin,4/12/2021,102,0.14, ,0.00, ,477, ,12.8, ,64.5, ,55.4, ,58.7, ,87, ,62, ,76, ,51.1, ,4.0, ,96.4, ,61.9, 
99,Santa Monica,Los Angeles Basin,4/13/2021,103,0.10, ,0.00, ,364, ,12.6, ,62.5, ,54.9, ,57.8, ,86, ,68, ,77, ,50.7, ,4.2, ,101.7, ,61.9, 
99,Santa Monica,Los Angeles Basin,4/14/2021,104,0.16, ,0.00, ,590, ,10.1, ,61.5, ,48.7, ,55.1, ,86, ,57, ,68, ,44.8, ,3.7, ,88.5, ,61.7, 
99,Santa Monica,Los Angeles Basin,4/15/2021,105,0.17, ,0.00, ,605, ,10.9, ,62.6, ,46.8, ,54.8, ,91, ,57, ,75, ,46.9, ,4.1, ,99.5, ,60.9, 
99,Santa Monica,Los Angeles Basin,4/16/2021,106,0.17,R,0.00, ,631, ,12.1, ,64.1, ,48.4, ,56.1, ,95, ,61, ,79, ,49.6, ,3.3, ,79.7, ,61.1, 
99,Santa Monica,Los Angeles Basin,4/17/2021,107,0.16, ,0.00, ,589, ,12.5, ,65.6, ,49.6, ,57.6, ,89, ,62, ,77, ,50.6, ,3.7, ,90.0, ,61.2, 
99,Santa Monica,Los Angeles Basin,4/18/2021,108,0.28,R,0.00, ,679,R,7.1, ,88.4,Y,54.3, ,71.4,Y,86, ,5, ,27,Y,35.9,Y,5.3, ,128.3, ,61.1, 
99,Santa Monica,Los Angeles Basin,4/19/2021,109,0.21, ,0.00, ,668,R,11.6, ,76.4, ,53.9, ,64.3, ,87, ,29, ,57, ,48.6, ,3.5, ,84.6, ,61.6, 
99,Santa Monica,Los Angeles Basin,4/20/2021,110,0.17, ,0.00, ,607, ,13.0, ,66.4, ,52.2, ,58.7, ,92, ,65, ,77, ,51.5, ,3.6, ,87.5, ,62.0, 
99,Santa Monica,Los Angeles Basin,4/21/2021,111,0.12, ,0.00, ,398, ,11.6, ,63.1, ,55.8, ,58.5, ,75, ,59, ,69, ,48.5, ,4.3, ,102.8, ,62.1, 
99,Santa Monica,Los Angeles Basin,4/22/2021,112,0.14, ,0.00, ,474, ,12.1, ,62.5, ,55.1, ,57.7, ,81, ,66, ,75, ,49.7, ,4.3, ,103.9, ,62.0, 
99,Santa Monica,Los Angeles Basin,4/23/2021,113,0.09, ,0.00, ,343, ,12.2, ,63.3, ,54.8, ,58.1, ,83, ,64, ,73, ,49.7, ,3.5, ,85.1, ,61.7, 
99,Santa Monica,Los Angeles Basin,4/24/2021,114,0.16, ,0.00, ,560, ,12.1, ,64.1, ,51.4, ,57.7, ,88, ,62, ,74, ,49.6, ,3.9, ,93.4, ,62.0, 
99,Santa Monica,Los Angeles Basin,4/25/2021,115,0.16, ,0.00, ,546, ,11.9, ,63.8, ,51.1, ,57.4, ,89, ,60, ,74, ,49.0, ,4.2, ,100.1, ,62.0, 
99,Santa Monica,Los Angeles Basin,4/26/2021,116,0.18,R,0.00, ,648, ,11.2, ,61.8, ,50.9, ,55.9, ,89, ,62, ,73, ,47.4, ,4.8, ,115.2, ,62.1, 
99,Santa Monica,Los Angeles Basin,4/27/2021,117,0.19, ,0.00, ,656, ,10.7, ,62.2, ,49.6, ,56.8, ,81, ,54, ,68, ,46.2, ,4.1, ,98.3, ,61.9, 
